,patnum,patnum_kpss,ptype,applnum,ee_number,ee_name,ee_role,ee_role_desc,ee_country,ee_state,ee_city,backward_cites,forward_cites,grantyear,applyear
23176,8996796,8996796,utility,13842940,0,Virident Systems Inc.,2,United States company or corporation,US,CA,Milpitas,6,9,2015,2013
23178,9698818,9698818,utility,15257606,0,"GE VIDEO COMPRESSION, LLC",2,United States company or corporation,US,NY,Albany,13,0,2017,2016
23183,8523738,8523738,utility,13353944,0,"Dana Heavy Vehicle Systems Group, LLC",2,United States company or corporation,US,OH,Maumee,65,11,2013,2012
23188,8369803,8369803,utility,12813571,0,"Skyworks Solutions, Inc.",2,United States company or corporation,US,MA,Woburn,8,1,2013,2010
23190,9724848,9724848,utility,14322972,0,THE BOEING COMPANY,2,United States company or corporation,US,IL,Chicago,5,1,2017,2014
23191,9916892,9916892,utility,15448526,0,QUALCOMM Incorporated,2,United States company or corporation,US,CA,San Diego,5,0,2018,2017
23193,8772035,8772035,utility,13008662,0,Chevron U.S.A. Inc.,2,United States company or corporation,US,CA,San Ramon,4,3,2014,2011
23197,9612712,9612712,utility,14590053,0,"Ford Global Technologies, LLC",2,United States company or corporation,US,MI,Dearborn,3,0,2017,2015
23207,10185747,10185747,utility,14869384,0,Schlumberger Technology Corporation,2,United States company or corporation,US,TX,Sugar Land,2,0,2019,2015
23208,9983455,9983455,utility,14978142,0,"AMAZON TECHNOLOGIES, INC.",2,United States company or corporation,US,WA,Seattle,6,0,2018,2015
23214,9831425,9831425,utility,14844805,0,Unity Semiconductor Corporation,2,United States company or corporation,US,CA,Sunnyvale,122,1,2017,2015
23220,10117052,10117052,utility,15841877,0,"Tile, Inc.",2,United States company or corporation,US,CA,San Mateo,14,9,2018,2017
23223,10269395,10269395,utility,14705762,0,"Micron Technology, Inc.",2,United States company or corporation,US,ID,Boise,7,1,2019,2015
23226,9671852,9671852,utility,14839103,0,"AT&T INTELLECTUAL PROPERTY I, L.P.",2,United States company or corporation,US,GA,Atlanta,4,0,2017,2015
23231,9178031,9178031,utility,14300917,0,"Intermolecular, Inc.",2,United States company or corporation,US,CA,San Jose,1,0,2015,2014
23233,8562120,8562120,utility,12767826,0,Eastman Kodak Company,2,United States company or corporation,US,NY,Rochester,32,1,2013,2010
23240,9137191,9137191,utility,13049913,0,"Microsoft Technology Licensing, LLC",2,United States company or corporation,US,WA,Redmond,6,23,2015,2011
23241,10257271,10257271,utility,14992883,0,"Cisco Technology, Inc.",2,United States company or corporation,US,CA,San Jose,163,0,2019,2016
23242,10353642,10353642,utility,15583946,0,"NETAPP, INC.",2,United States company or corporation,US,CA,Sunnyvale,2,0,2019,2017
23246,8743696,8743696,utility,12853125,0,"Cisco Technology, Inc.",2,United States company or corporation,US,CA,San Jose,26,13,2014,2010
23248,8934306,8934306,utility,13413130,0,"Micron Technology, Inc.",2,United States company or corporation,US,ID,Boise,5,1,2015,2012
23249,10168397,10168397,utility,15885140,0,"Everspin Technologies, Inc.",2,United States company or corporation,US,AZ,Chandler,6,0,2019,2018
23252,8821811,8821811,utility,13627727,0,Google Inc.,2,United States company or corporation,US,CA,Mountain View,110,3,2014,2012
23260,9468086,9468086,utility,14678438,0,"Motorola Soultions, Inc.",2,United States company or corporation,US,IL,Chicago,8,1,2016,2015
23261,8947383,8947383,utility,13456010,0,"Tactus Technology, Inc.",2,United States company or corporation,US,CA,Fremont,303,19,2015,2012
23267,10157404,10157404,utility,14669953,0,"Amazon Technologies, Inc.",2,United States company or corporation,US,WA,Seattle,0,0,2018,2015
23269,9009819,9009819,utility,13010633,0,Symantec Corporation,2,United States company or corporation,US,CA,Mountain View,2,4,2015,2011
23271,9663038,9663038,utility,14566204,0,FCA US LLC,2,United States company or corporation,US,MI,Auburn Hills,5,0,2017,2014
23273,9655445,9655445,utility,14870371,0,"Workrite Ergonomics, LLC",2,United States company or corporation,US,CA,Petaluma,24,3,2017,2015
23275,9262424,9262424,utility,13837751,0,EMC Corporation,2,United States company or corporation,US,MA,Hopkinton,11,0,2016,2013
23277,9686258,9686258,utility,14180186,0,eBay Inc.,2,United States company or corporation,US,CA,San Jose,3,1,2017,2014
23279,10261800,10261800,utility,15498211,0,"Microsoft Technology Licensing, LLC",2,United States company or corporation,US,WA,Redmond,5,0,2019,2017
23280,8783532,8783532,utility,13519381,0,Alliant Techsystems Inc.,2,United States company or corporation,US,MN,Minneapolis,17,18,2014,2011
23281,10204092,10204092,utility,15419400,0,Wipro Limited,3,Foreign company or corporation,IN,,Bangalore,18,0,2019,2017
23284,9586902,9586902,utility,15220118,0,"Celgene Quanticel Research, Inc.",2,United States company or corporation,US,CA,San Diego,5,0,2017,2016
23285,8868738,8868738,utility,13541454,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,7,2,2014,2012
23289,10111890,10111890,utility,15667683,0,"Paratek Pharmaceuticals, Inc.",2,United States company or corporation,US,MA,Boston,0,1,2018,2017
23290,9221032,9221032,utility,13865858,0,"CERION, LLC",2,United States company or corporation,US,NY,Rochester,79,1,2015,2013
23292,9732474,9732474,utility,14725876,0,International Paper Company,2,United States company or corporation,US,TN,Memphis,38,1,2017,2015
23297,9710792,9710792,utility,14077794,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,5,1,2017,2013
23298,8324058,8324058,utility,12941042,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,4,5,2012,2010
23299,10283318,10283318,utility,15849437,0,TEXAS INSTRUMENTS INCORPORATED,2,United States company or corporation,US,TX,Dallas,0,0,2019,2017
23301,10494642,10494642,utility,15570153,0,"BASF AGRICULTURAL SOLUTIONS SEED, US LLC",2,United States company or corporation,US,NC,Research Triangle Park,6,0,2019,2016
23303,9997406,9997406,utility,15015389,0,INTERNATIONAL BUSINESS MACHINES CORPORATION,2,United States company or corporation,US,NY,Armonk,22,0,2018,2016
23313,8969098,8969098,utility,13636944,0,Siemens Healthcare Diagnostics Inc.,2,United States company or corporation,US,NY,Tarrytown,2,0,2015,2011
23314,9597898,9597898,utility,14762797,0,"HEWLETT-PACKARD DEVELOPMENT COMPANY, L.P.",2,United States company or corporation,US,TX,Houston,4,0,2017,2013
23317,10074784,10074784,utility,14596806,0,"CRYSTAL IS, INC.",2,United States company or corporation,US,NY,Green Island,119,1,2018,2015
23320,10287292,10287292,utility,15692739,0,"ChemoCentryx, Inc.",2,United States company or corporation,US,CA,Mountain View,2,0,2019,2017
23322,8895291,8895291,utility,13269512,0,"Terumo BCT, Inc.",2,United States company or corporation,US,CO,Lakewood,25,5,2014,2011
23325,8587283,8587283,utility,13090996,0,"Analog Devices, Inc.",2,United States company or corporation,US,MA,Norwood,11,6,2013,2011
23331,8503351,8503351,utility,13470646,0,Microsoft Corporation,2,United States company or corporation,US,WA,Redmond,8,1,2013,2012
23335,9808606,9808606,utility,14745312,0,CONVATEC TECHNOLOGIES INC.,2,United States company or corporation,US,NV,Las Vegas,24,2,2017,2015
23337,9379857,9379857,utility,14799443,0,Sun Patent Trust,2,United States company or corporation,US,NY,New York,10,0,2016,2015
23339,7933878,7933878,utility,12944559,0,"BeyondCore, Inc.",2,United States company or corporation,US,CA,San Mateo,8,3,2011,2010
23340,10158590,10158590,utility,15943669,0,Gummarus LLC,2,United States company or corporation,US,TX,Longview,54,0,2018,2018
23344,10213712,10213712,utility,15273754,0,"Haier US Appliance Solutions, Inc.",2,United States company or corporation,US,DE,Wilmington,13,0,2019,2016
23346,9861882,9861882,utility,14478901,0,TRIGGER GLOBAL INC.,2,United States company or corporation,US,CA,Los Angeles,0,0,2018,2014
23347,9995780,9995780,utility,14882779,0,"Grote Industries, Inc.",2,United States company or corporation,US,IN,Madison,2,0,2018,2015
23349,8878042,8878042,utility,13742323,0,"Pocket Strings, LLC",2,United States company or corporation,US,UT,Salt Lake City,37,5,2014,2013
23352,10483997,10483997,utility,16281862,0,TEXAS INSTRUMENTS INCORPORATED,2,United States company or corporation,US,TX,Dallas,3,0,2019,2019
23354,8904039,8904039,utility,13084923,0,Tanium Inc.,2,United States company or corporation,US,CA,Berkeley,11,15,2014,2011
23355,10213855,10213855,utility,15432282,0,THE BOEING COMPANY,2,United States company or corporation,US,IL,Chicago,11,0,2019,2017
23358,8484355,8484355,utility,12957768,0,Verizon Patent and Licensing Inc.,2,United States company or corporation,US,NJ,Basking Ridge,11,97,2013,2010
23361,8911455,8911455,utility,13725896,0,"CardiAQ Valve Technologies, Inc.",2,United States company or corporation,US,CA,Irvine,67,106,2014,2012
23363,9759313,9759313,utility,14554648,0,Polaris Industries Inc.,2,United States company or corporation,US,MN,Medina,39,1,2017,2014
23366,8649869,8649869,utility,13412485,0,"Pacesetter, Inc.",2,United States company or corporation,US,CA,Sylmar,4,1,2014,2012
23369,10284722,10284722,utility,15936091,0,"Dealer WRX, LLC",2,United States company or corporation,US,TX,Pasadena,2,0,2019,2018
23372,8512701,8512701,utility,13248904,0,Morehouse School of Medicine,2,United States company or corporation,US,GA,Atlanta,39,0,2013,2011
23373,10496314,10496314,utility,15903328,0,NetApp Inc.,2,United States company or corporation,US,CA,Sunnyvale,6,0,2019,2018
23376,9628510,9628510,utility,14710270,0,"Arbor Networks, Inc.",2,United States company or corporation,US,MA,Burlington,1,0,2017,2015
23378,10366545,10366545,utility,16138764,0,RAYTHEON COMPANY,2,United States company or corporation,US,MA,Waltham,4,0,2019,2018
23380,8339320,8339320,utility,13271149,0,"HRL Laboratories, LLC",2,United States company or corporation,US,CA,Malibu,16,25,2012,2011
23381,10275501,10275501,utility,14813686,0,TATA Consultancy Services Limited,3,Foreign company or corporation,IN,,Mumbai,0,0,2019,2015
23382,9539155,9539155,utility,13803608,0,"Hill-Rom Services, Inc.",2,United States company or corporation,US,IN,Batesville,312,2,2017,2013
23384,9954958,9954958,utility,15010793,0,"Red Hat, Inc.",2,United States company or corporation,US,NC,Raleigh,13,0,2018,2016
23388,9968249,9968249,utility,15364952,0,"Clearmind Biomedical, Inc.",2,United States company or corporation,US,CA,San Jose,2,0,2018,2016
23390,10097774,10097774,utility,15322633,0,RAYTHEON COMPANY,2,United States company or corporation,US,MA,Waltham,0,0,2018,2015
23391,9687881,9687881,utility,15013022,0,"American Biocarbon, LLC",2,United States company or corporation,US,LA,White Castle,47,0,2017,2016
23392,10249557,10249557,utility,15602974,0,"NXP USA, Inc.",2,United States company or corporation,US,TX,Austin,3,0,2019,2017
23393,10080619,10080619,utility,14962779,0,"HD1PY, INC.",2,United States company or corporation,US,FL,Tampa,6,1,2018,2015
23395,8266023,8266023,utility,12907222,0,"Manatron, Inc.",2,United States company or corporation,US,MI,Portage,3,0,2012,2010
23399,8771987,8771987,utility,14030526,0,"Immunomedics, Inc.",2,United States company or corporation,US,NJ,Morris Plains,9,0,2014,2013
23400,9014002,9014002,utility,13969341,0,"Palo Alto Networks, Inc.",2,United States company or corporation,US,CA,Santa Clara,1,0,2015,2013
23403,10174503,10174503,utility,15424646,0,ATLAS ROOFING CORPORATION,2,United States company or corporation,US,MS,Meridian,7,3,2019,2017
23404,10037167,10037167,utility,14851717,0,SanDisk Technologies LLC,2,United States company or corporation,US,TX,Plano,0,0,2018,2015
23416,10041959,10041959,utility,15391755,1,"The United States of America, as Represented by the Secretary of the Army",6,U.S. Federal government,US,DC,Washington,18,0,2018,2016
23419,8688099,8688099,utility,13615094,0,Headwater Partners I LLC,2,United States company or corporation,US,CA,Redwood Shores,461,2,2014,2012
23420,9479698,9479698,utility,14108737,0,EGOS VENTURES INC.,2,United States company or corporation,US,GA,Atlanta,2,0,2016,2013
23425,10140514,10140514,utility,15182992,0,"IP Holdings, Inc.",2,United States company or corporation,US,CA,Palo Alto,85,1,2018,2016
23426,9610182,9610182,utility,14612027,0,"Red Vascular Technologies, LLC",2,United States company or corporation,US,NV,Gardnerville,8,3,2017,2015
23428,10272993,10272993,utility,15642117,0,GOODRICH CORPORATION,2,United States company or corporation,US,NC,Charlotte,23,0,2019,2017
23430,9707869,9707869,utility,14930416,0,"Oshkosh Defense, LLC",2,United States company or corporation,US,WI,Oshkosh,88,8,2017,2015
23431,10039542,10039542,utility,15145954,0,"Ethicon Endo-Surgery, LLC",2,United States company or corporation,US,PR,Guaynabo,91,0,2018,2016
23435,8907756,8907756,utility,13536899,0,Intel Corporation,2,United States company or corporation,US,CA,Santa Clara,0,2,2014,2012
23436,10308492,10308492,utility,15532700,0,"JLG INDUSTRIES, INC.",2,United States company or corporation,US,PA,McConnellsburg,9,0,2019,2015
23439,9189660,9189660,utility,14093490,0,"Hand Held Products, Inc.",2,United States company or corporation,US,SC,Fort Mill,27,0,2015,2013
23443,9852330,9852330,utility,14809563,0,"UNITED LAUNCH ALLIANCE, L.L.C.",2,United States company or corporation,US,CO,Centennial,14,0,2017,2015
23445,8543966,8543966,utility,13294210,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,13,6,2013,2011
23448,9249273,9249273,utility,14610991,0,NexPlanar Corporation,2,United States company or corporation,US,OR,Hillsboro,11,0,2016,2015
23449,10468065,10468065,utility,15771158,0,"uStudio, Inc.",2,United States company or corporation,US,TX,Austin,9,0,2019,2016
23450,9926552,9926552,utility,14124479,0,CORNELL UNIVERSITY,2,United States company or corporation,US,NY,Ithaca,2,0,2018,2012
23453,8784643,8784643,utility,13691470,0,Chevron U.S.A. Inc.,2,United States company or corporation,US,CA,San Ramon,9,0,2014,2012
23454,8873303,8873303,utility,12900443,0,"Sandisk Technologies, Inc.",2,United States company or corporation,US,TX,Plano,24,0,2014,2010
23460,8791899,8791899,utility,12693811,0,"Open Invention Network, LLC",2,United States company or corporation,US,NC,Durham,1,13,2014,2010
23461,9314571,9314571,utility,13763893,0,"mPhase Technologies, Inc.",2,United States company or corporation,US,NJ,Little Falls,8,0,2016,2013
23462,8407413,8407413,utility,12940958,0,"NetApp, Inc",2,United States company or corporation,US,CA,Sunnyvale,1,39,2013,2010
23465,10384527,10384527,utility,13914295,0,Cummins Electrified Power NA Inc.,2,United States company or corporation,US,DE,Wilmington,58,0,2019,2013
23468,9503460,9503460,utility,13272646,0,"CISCO TECHNOLOGY, INC.",2,United States company or corporation,US,CA,San Jose,5,0,2016,2011
23472,8349707,8349707,utility,12894378,0,Wafer-Level Packaging Portfolio LLC,2,United States company or corporation,US,CA,Cupertino,28,1,2013,2010
23474,8639822,8639822,utility,12986929,0,"Cisco Technology, Inc.",2,United States company or corporation,US,CA,San Jose,5,0,2014,2011
